ClusteringCoefficient,Dataset
0.179870,Ovarian
0.193446,Ovarian
0.283069,Ovarian
0.409329,Ovarian
0.450138,Ovarian
0.427907,Ovarian
0.340077,Ovarian
0.337553,Ovarian
0.216270,Ovarian
0.221473,Ovarian
0.590285,Ovarian
0.284058,Ovarian
0.378114,Ovarian
0.403851,Ovarian
0.595522,Ovarian
0.509902,Ovarian
0.527548,Ovarian
0.293980,Ovarian
0.436547,Ovarian
0.549635,Ovarian
0.427285,Ovarian
0.654172,Ovarian
0.377090,Ovarian
0.547205,Ovarian
0.619632,Ovarian
0.526391,Ovarian
0.494789,Ovarian
0.268254,Ovarian
0.432572,Ovarian
0.409243,Ovarian
0.451014,Ovarian
0.289216,Ovarian
0.388939,Ovarian
0.265066,Ovarian
0.365450,Ovarian
0.448936,Ovarian
0.413333,Ovarian
0.175439,Ovarian
0.459856,Ovarian
0.443787,Ovarian
0.484589,Ovarian
0.360386,Ovarian
0.335106,Ovarian
0.425027,Ovarian
0.493477,Ovarian
0.598693,Ovarian
0.536314,Ovarian
0.357007,Ovarian
0.365228,Ovarian
0.545362,Ovarian
0.508242,Ovarian
0.405017,Ovarian
0.567980,Ovarian
0.390993,Ovarian
0.387613,Ovarian
0.309079,Ovarian
0.430856,Ovarian
0.442570,Ovarian
0.516670,Ovarian
0.330914,Ovarian
0.363739,Ovarian
0.251054,Ovarian
0.548520,Ovarian
0.349279,Ovarian
0.487531,Ovarian
0.446792,Ovarian
0.319267,Ovarian
0.460266,Ovarian
0.403037,Ovarian
0.440737,Ovarian
0.246154,Ovarian
0.318182,Ovarian
0.246753,Ovarian
0.414122,Ovarian
0.359797,Ovarian
0.513480,Ovarian
0.364337,Ovarian
0.395258,Ovarian
0.473931,Ovarian
0.344750,Ovarian
0.448198,Ovarian
0.285714,Ovarian
0.444613,Ovarian
0.487943,Ovarian
0.490806,Ovarian
0.503700,Ovarian
0.432011,Ovarian
0.330984,Ovarian
0.282099,Ovarian
0.140611,Ovarian
0.228390,Ovarian
0.490764,Ovarian
0.241463,Ovarian
0.391112,Ovarian
0.402281,Ovarian
0.390782,Ovarian
0.238636,Ovarian
0.466426,Ovarian
0.352025,Ovarian
0.290027,Ovarian
0.398135,Ovarian
0.499444,Ovarian
0.388905,Ovarian
0.439271,Ovarian
0.489631,Ovarian
0.420381,Ovarian
0.284436,Ovarian
0.415769,Ovarian
0.441673,Ovarian
0.370364,Ovarian
0.440949,Ovarian
0.603114,Ovarian
0.315651,Ovarian
0.385825,Ovarian
0.481460,Ovarian
0.325426,Ovarian
0.509825,Ovarian
0.249004,Ovarian
0.397689,Ovarian
0.253763,Ovarian
0.503244,Ovarian
0.318556,Ovarian
0.450678,Ovarian
0.354676,Ovarian
0.405020,Ovarian
0.372827,Ovarian
0.298544,Ovarian
0.347198,Ovarian
0.370113,Ovarian
0.458903,Ovarian
0.539508,Ovarian
0.280854,Ovarian
0.493017,Ovarian
0.298246,Ovarian
0.370114,Ovarian
0.258937,Ovarian
0.363561,Ovarian
0.481023,Ovarian
0.650774,Ovarian
0.498275,Ovarian
0.275843,Ovarian
0.190416,Ovarian
0.197004,Ovarian
0.285373,Ovarian
0.245581,Ovarian
0.288919,Ovarian
0.500023,Ovarian
0.448882,Ovarian
0.385978,Ovarian
0.510122,Ovarian
0.415855,Ovarian
0.400057,Ovarian
0.426581,Ovarian
0.194940,Ovarian
0.203373,Ovarian
0.235330,Ovarian
0.484708,Ovarian
0.369418,Ovarian
0.313031,Ovarian
0.236439,Ovarian
0.459439,Ovarian
0.273962,Ovarian
0.477803,Ovarian
0.383552,Ovarian
0.306667,Ovarian
0.386043,Ovarian
0.292621,Ovarian
0.381865,Ovarian
0.377455,Ovarian
0.378705,Ovarian
0.262471,Ovarian
0.401115,Ovarian
0.359618,Ovarian
0.387735,Ovarian
0.332023,Ovarian
0.214286,Ovarian
0.501010,Ovarian
0.247437,Ovarian
0.414603,Ovarian
0.485750,Ovarian
0.417439,Ovarian
0.491180,Ovarian
0.314789,Ovarian
0.160000,Ovarian
0.220518,Ovarian
0.404075,Ovarian
0.495080,Ovarian
0.363978,Ovarian
0.332353,Ovarian
0.311023,Ovarian
0.268057,Ovarian
0.298083,Ovarian
0.433781,Ovarian
0.418805,Ovarian
0.412663,Ovarian
0.436842,Ovarian
0.436288,Ovarian
0.435051,Ovarian
0.293675,Ovarian
0.340474,Ovarian
0.461943,Ovarian
0.574208,Ovarian
0.586469,Ovarian
0.285096,Ovarian
0.213942,Ovarian
0.228365,Ovarian
0.474861,Ovarian
0.452736,Ovarian
0.562918,Ovarian
0.375076,Ovarian
0.455914,Ovarian
0.507049,Ovarian
0.463849,Ovarian
0.267524,Ovarian
0.344548,Ovarian
0.248010,Ovarian
0.534583,Ovarian
0.406477,Ovarian
0.341325,Ovarian
0.465797,Ovarian
0.520911,Ovarian
0.483891,Ovarian
0.528263,Ovarian
0.494085,Ovarian
0.180519,Ovarian
0.525858,Ovarian
0.396195,Ovarian
0.279075,Ovarian
0.515003,Ovarian
0.491408,Ovarian
0.307692,Ovarian
0.426602,Ovarian
0.360730,Ovarian
0.333953,Ovarian
0.431303,Ovarian
0.420409,Ovarian
0.411851,Ovarian
0.511307,Ovarian
0.535588,Ovarian
0.431766,Ovarian
0.518344,Ovarian
0.405345,Ovarian
0.475308,Ovarian
0.447199,Ovarian
0.510029,Ovarian
0.136364,Ovarian
0.334762,Ovarian
0.343131,Ovarian
0.454574,Ovarian
0.541492,Ovarian
0.263624,Ovarian
0.262335,Ovarian
0.286341,Ovarian
0.536926,Ovarian
0.414304,Ovarian
0.162791,Ovarian
0.588298,Ovarian
0.283860,Ovarian
0.471568,Ovarian
0.238462,Ovarian
0.320726,Ovarian
0.555315,Ovarian
0.549500,Ovarian
0.260858,Ovarian
0.590955,Ovarian
0.536079,Ovarian
0.428983,Ovarian
0.298514,Ovarian
0.478413,Ovarian
0.455361,Ovarian
0.391939,Ovarian
0.498902,Ovarian
0.564598,Ovarian
0.442533,Ovarian
0.373396,Ovarian
0.445596,Ovarian
0.472625,Ovarian
0.322368,Ovarian
0.354449,Ovarian
0.136213,Ovarian
0.250649,Ovarian
0.517816,Ovarian
0.371354,Ovarian
0.335129,Ovarian
0.455128,Ovarian
0.272595,Ovarian
0.384070,Ovarian
0.414452,Ovarian
0.573451,Ovarian
0.437855,Ovarian
0.360555,Ovarian
0.444650,Ovarian
0.435138,Ovarian
0.312964,Ovarian
0.242488,Ovarian
0.388789,Ovarian
0.396580,Ovarian
0.442248,Ovarian
0.448736,Ovarian
0.403806,Ovarian
0.545489,Ovarian
0.341595,Ovarian
0.507150,Ovarian
0.334889,Ovarian
0.268389,Ovarian
0.393489,Ovarian
0.457675,Ovarian
0.462591,Ovarian
0.431993,Ovarian
0.396664,Ovarian
0.337586,Ovarian
0.269969,Ovarian
0.286240,Ovarian
0.280091,Ovarian
0.395867,Ovarian
0.508893,Ovarian
0.287843,Ovarian
0.414989,Ovarian
0.379905,Ovarian
0.492785,Ovarian
0.370004,Ovarian
0.400664,Ovarian
0.406773,Ovarian
0.304081,Ovarian
0.480895,Ovarian
0.294888,Ovarian
0.391173,Ovarian
0.362570,Ovarian
0.435761,Ovarian
0.489677,Ovarian
0.353234,Ovarian
0.509221,Ovarian
0.656240,Ovarian
0.242116,Ovarian
0.433588,Ovarian
0.323684,Ovarian
0.228974,Ovarian
0.316972,Ovarian
0.279263,Ovarian
0.221911,Ovarian
0.345916,Ovarian
0.391084,Ovarian
0.225379,Ovarian
0.364390,Ovarian
0.239184,Ovarian
0.417449,Ovarian
0.166387,Ovarian
0.252554,Ovarian
0.404562,Ovarian
0.400684,Ovarian
0.472511,Ovarian
0.320278,Ovarian
0.329009,Ovarian
0.431267,Ovarian
0.486055,Ovarian
0.473892,Ovarian
0.210826,Ovarian
0.463594,Ovarian
0.356203,Ovarian
0.419617,Ovarian
0.237173,Ovarian
0.337931,Ovarian
0.592388,Ovarian
0.515336,Ovarian
0.416948,Ovarian
0.537627,Ovarian
0.337977,Ovarian
0.477898,Ovarian
0.292308,Ovarian
0.251990,Ovarian
0.455805,Ovarian
0.491787,Ovarian
0.382114,Ovarian
0.463040,Ovarian
0.464154,Ovarian
0.346976,Ovarian
0.420349,Ovarian
0.526989,Ovarian
0.306065,Ovarian
0.425780,Ovarian
0.518485,Ovarian
0.403509,Ovarian
0.564787,Ovarian
0.427674,Ovarian
0.470551,Ovarian
0.271272,Ovarian
0.354012,Ovarian
0.436770,Ovarian
0.692814,Ovarian
0.328771,Ovarian
0.418209,Ovarian
0.402965,Ovarian
0.248193,Ovarian
0.323576,Ovarian
0.349964,Ovarian
0.273016,Ovarian
0.251407,Ovarian
0.368789,Ovarian
0.354576,Ovarian
0.375018,Ovarian
0.542537,Ovarian
0.370889,Ovarian
0.475741,Ovarian
0.466656,Ovarian
0.538650,Ovarian
0.488204,Ovarian
0.262069,Ovarian
0.316649,Ovarian
0.265038,Ovarian
0.519695,Ovarian
0.359234,Ovarian
0.379424,Ovarian
0.310145,Ovarian
0.302616,Ovarian
0.360926,Ovarian
0.417366,Ovarian
0.462085,Ovarian
0.527646,Ovarian
0.418381,Ovarian
0.389663,Ovarian
0.467821,Ovarian
0.517949,Ovarian
0.128571,Ovarian
0.258462,Ovarian
0.470503,Ovarian
0.271264,Ovarian
0.562675,Ovarian
0.365079,Ovarian
0.492352,Ovarian
0.409252,Ovarian
0.330608,Ovarian
0.303934,Ovarian
0.446861,Ovarian
0.567030,Ovarian
0.496359,Ovarian
0.412389,Ovarian
0.193902,Ovarian
0.175439,Ovarian
0.301807,Ovarian
0.387978,Ovarian
0.406984,Ovarian
0.407297,Ovarian
0.209677,Ovarian
0.528985,Ovarian
0.370502,Ovarian
0.222111,Ovarian
0.231647,Ovarian
0.582350,Ovarian
0.161345,Ovarian
0.420755,Ovarian
0.618280,Ovarian
0.326338,Ovarian
0.371218,Ovarian
0.352901,Ovarian
0.290323,Ovarian
0.500295,Ovarian
0.540608,Ovarian
0.476870,Ovarian
0.419500,Ovarian
0.257347,Ovarian
0.405955,Ovarian
0.471718,Ovarian
0.507941,Ovarian
0.305916,Ovarian
0.218213,Ovarian
0.574581,Ovarian
0.554126,Ovarian
0.532597,Ovarian
0.305507,Ovarian
0.454494,Ovarian
0.642570,Ovarian
0.515999,Ovarian
0.204758,Ovarian
0.398474,Ovarian
0.551202,Ovarian
0.387085,Ovarian
0.485232,Ovarian
0.387164,Ovarian
0.465066,Ovarian
0.425998,Ovarian
0.333276,Ovarian
0.322286,Ovarian
0.308475,Ovarian
0.304446,Ovarian
0.450441,Ovarian
0.214912,Ovarian
0.331797,Ovarian
0.321362,Ovarian
0.254740,Ovarian
0.395238,Ovarian
0.364367,Ovarian
0.401223,Ovarian
0.474501,Ovarian
0.533002,Ovarian
0.336066,Ovarian
0.410352,Ovarian
0.540821,Ovarian
0.369543,Ovarian
0.631776,Ovarian
0.353647,Ovarian
0.372168,Ovarian
0.261538,Ovarian
0.393895,Ovarian
0.519937,Ovarian
0.525721,Ovarian
0.455574,Ovarian
0.456860,Ovarian
0.240160,Ovarian
0.465786,Ovarian
0.397060,Ovarian
0.545592,Ovarian
0.418882,Ovarian
0.332391,Ovarian
0.512548,Ovarian
0.304470,Ovarian
0.690732,Ovarian
0.523936,Ovarian
0.357148,Ovarian
0.343854,Ovarian
0.197563,Ovarian
0.365768,Ovarian
0.659045,Ovarian
0.337845,Ovarian
0.358716,Ovarian
0.322135,Ovarian
0.427675,Ovarian
0.426518,Ovarian
0.536241,Ovarian
0.449053,Ovarian
0.291119,Ovarian
0.460725,Ovarian
0.454434,Ovarian
0.554479,Ovarian
0.396122,Ovarian
0.480073,Ovarian
0.444872,Ovarian
0.352190,Ovarian
0.304067,Ovarian
0.404682,Ovarian
0.338448,Ovarian
0.460718,Ovarian
0.173558,Ovarian
0.298614,Ovarian
0.404152,Ovarian
0.335033,Ovarian
0.394479,Ovarian
0.183516,Ovarian
0.445871,Ovarian
0.343825,Ovarian
0.188161,Ovarian
0.409108,Ovarian
0.399213,Ovarian
0.342845,Ovarian
0.330330,Ovarian
0.426653,Ovarian
0.457031,Ovarian
0.510242,Ovarian
0.652930,Ovarian
0.258903,Ovarian
0.466866,Ovarian
0.507336,Ovarian
0.512812,Ovarian
0.523492,Ovarian
0.414520,Ovarian
0.414644,Ovarian
0.264734,Ovarian
0.463164,Ovarian
0.484115,Ovarian
0.464379,Ovarian
0.449596,Ovarian
0.439342,Ovarian
0.436308,Ovarian
0.492117,Ovarian
0.302304,Ovarian
0.236742,Ovarian
0.417102,Ovarian
0.504251,Ovarian
0.328472,Ovarian
0.448200,Ovarian
0.405610,Ovarian
0.231430,Ovarian
0.357327,Ovarian
0.422018,Ovarian
0.390253,Ovarian
0.424074,Ovarian
0.291429,Ovarian
0.350619,Ovarian
0.386130,Ovarian
0.361411,Ovarian
0.511023,Ovarian
0.461225,Ovarian
0.142857,Ovarian
0.407542,Ovarian
0.411278,Ovarian
0.463021,Ovarian
0.512778,Ovarian
0.173077,Ovarian
0.456704,Ovarian
0.480062,Ovarian
0.437772,Ovarian
0.391106,Ovarian
0.517237,Ovarian
0.388550,Ovarian
0.454574,Ovarian
0.288696,Ovarian
0.387865,Ovarian
0.321215,Ovarian
0.398243,Ovarian
0.472808,Ovarian
0.312585,Ovarian
0.335190,Ovarian
0.322851,Ovarian
0.469573,Ovarian
0.466104,Ovarian
0.655004,Ovarian
0.446066,Ovarian
0.274614,Ovarian
0.344858,Ovarian
0.378096,Ovarian
0.613881,Ovarian
0.476551,Ovarian
0.497354,Ovarian
0.240202,Ovarian
0.420317,Ovarian
0.570686,Ovarian
0.241379,Ovarian
0.286667,Ovarian
0.563702,Ovarian
0.281296,Ovarian
0.393544,Ovarian
0.296788,Ovarian
0.489346,Ovarian
0.474447,Ovarian
0.636098,Ovarian
0.415167,Ovarian
0.354819,Ovarian
0.383564,Ovarian
0.283019,Ovarian
0.418371,Ovarian
0.448817,Ovarian
0.333391,Ovarian
0.347052,Ovarian
0.219873,Ovarian
0.157658,Ovarian
0.375644,Ovarian
0.533802,Ovarian
0.389394,Ovarian
0.451602,Ovarian
0.537497,Ovarian
0.438747,Ovarian
0.440788,Ovarian
0.590030,Ovarian
0.641584,Ovarian
0.407521,Ovarian
0.445470,Ovarian
0.444447,Ovarian
0.334261,Ovarian
0.238976,Ovarian
0.141026,Ovarian
0.180654,Ovarian
0.464430,Ovarian
0.406180,Ovarian
0.463950,Ovarian
0.274634,Ovarian
0.387631,Ovarian
0.390727,Ovarian
0.595997,Ovarian
0.367316,Ovarian
0.458008,Ovarian
0.342088,Ovarian
0.455799,Ovarian
0.502558,Ovarian
0.485555,Ovarian
0.455893,Ovarian
0.277311,Ovarian
0.414558,Ovarian
0.353405,Ovarian
0.529645,Ovarian
0.514141,Ovarian
0.312675,Ovarian
0.512586,Ovarian
0.480484,Ovarian
0.393201,Ovarian
0.255814,Ovarian
0.314570,Ovarian
0.391843,Ovarian
0.564980,Ovarian
0.219447,Ovarian
0.534732,Ovarian
0.542261,Ovarian
0.454491,Ovarian
0.550546,Ovarian
0.213115,Ovarian
0.361237,Ovarian
0.517577,Ovarian
0.252549,Ovarian
0.625328,Ovarian
0.296982,Ovarian
0.251845,Ovarian
0.249660,Ovarian
0.535780,Ovarian
0.361494,Ovarian
0.580220,Ovarian
0.311183,Ovarian
0.475031,Ovarian
0.413863,Ovarian
0.364578,Ovarian
0.403819,Ovarian
0.490848,Ovarian
0.378557,Ovarian
0.493028,Ovarian
0.383781,Ovarian
0.504372,Ovarian
0.433962,Ovarian
0.448665,Ovarian
0.553507,Ovarian
0.375162,Ovarian
0.226335,Ovarian
0.458129,Ovarian
0.354779,Ovarian
0.590594,Ovarian
0.384980,Ovarian
0.420762,Ovarian
0.464227,Ovarian
0.407295,Ovarian
0.461607,Ovarian
0.435514,Ovarian
0.536809,Ovarian
0.210526,Ovarian
0.571162,Ovarian
0.491309,Ovarian
0.432087,Ovarian
0.312195,Ovarian
0.352563,Ovarian
0.514895,Ovarian
0.216702,Ovarian
0.241590,Ovarian
0.266706,Ovarian
0.198420,Ovarian
0.420872,Ovarian
0.400807,Ovarian
0.322770,Ovarian
0.408300,Ovarian
0.431773,Ovarian
0.547767,Ovarian
0.371784,Ovarian
0.367834,Ovarian
0.557601,Ovarian
0.384467,Ovarian
0.396323,Ovarian
0.257703,Ovarian
0.296655,Ovarian
0.303347,Ovarian
0.425722,Ovarian
0.529944,Ovarian
0.406700,Ovarian
0.327652,Ovarian
0.354978,Ovarian
0.477973,Ovarian
0.492701,Ovarian
0.410481,Ovarian
0.215257,Ovarian
0.446866,Ovarian
0.351240,Ovarian
0.335742,Ovarian
0.410640,Ovarian
0.190856,Ovarian
0.284347,Ovarian
0.280263,Ovarian
0.210976,Ovarian
0.560510,Ovarian
0.273632,Ovarian
0.295739,Ovarian
0.341463,Ovarian
0.494877,Ovarian
0.375135,Ovarian
0.418220,Ovarian
0.413271,Ovarian
0.387760,Ovarian
0.384126,Ovarian
0.241984,Ovarian
0.444848,Ovarian
0.460675,Ovarian
0.475917,Ovarian
0.489348,Ovarian
0.540718,Ovarian
0.484345,Ovarian
0.494094,Ovarian
0.261709,Ovarian
0.211161,Ovarian
0.377677,Ovarian
0.466178,Ovarian
0.436390,Ovarian
0.377030,Ovarian
0.415838,Ovarian
0.560472,Ovarian
0.581933,Ovarian
0.183057,Ovarian
0.313595,Ovarian
0.504539,Ovarian
0.350346,Ovarian
0.381519,Ovarian
0.534722,Ovarian
0.506930,Ovarian
0.618744,Ovarian
0.254688,Ovarian
0.375475,Ovarian
0.487970,Ovarian
0.447417,Ovarian
0.427569,Ovarian
0.334238,Ovarian
0.165618,Ovarian
0.315789,Ovarian
0.471956,Ovarian
0.658415,Ovarian
0.658648,Ovarian
0.479289,Ovarian
0.440904,Ovarian
0.204559,Ovarian
0.457852,Ovarian
0.377171,Ovarian
0.229327,Ovarian
0.184699,Ovarian
0.464175,Ovarian
0.452225,Ovarian
0.353501,Ovarian
0.481408,Ovarian
0.363705,Ovarian
0.552829,Ovarian
0.473131,Ovarian
0.372068,Ovarian
0.527825,Ovarian
0.347885,Ovarian
0.308283,Ovarian
0.375461,Ovarian
0.284815,Ovarian
0.259903,Ovarian
0.639198,Ovarian
0.231102,Ovarian
0.334975,Ovarian
0.486900,Ovarian
0.284135,Ovarian
0.420781,Ovarian
0.379752,Ovarian
0.487599,Ovarian
0.300645,Ovarian
0.406949,Ovarian
0.393561,Ovarian
0.626226,Ovarian
0.499428,Ovarian
0.409114,Ovarian
0.470391,Ovarian
0.562358,Ovarian
0.440316,Ovarian
0.458912,Ovarian
0.344978,Ovarian
0.615664,Ovarian
0.541341,Ovarian
0.287302,Ovarian
0.475073,Ovarian
0.454268,Ovarian
0.227866,Ovarian
0.424908,Ovarian
0.331188,Ovarian
0.263566,Ovarian
0.376267,Ovarian
0.158187,Ovarian
0.470357,Ovarian
0.420888,Ovarian
0.463247,Ovarian
0.299060,Ovarian
0.402705,Ovarian
0.206774,Ovarian
0.326065,Ovarian
0.580581,Ovarian
0.490479,Ovarian
0.481824,Ovarian
0.493990,Ovarian
0.541947,Ovarian
0.349312,Ovarian
0.469572,Ovarian
0.319699,Ovarian
0.473170,Ovarian
0.534197,Ovarian
0.422511,Ovarian
0.500985,Ovarian
0.375426,Ovarian
0.244578,Ovarian
0.428742,Ovarian
0.606419,Ovarian
0.580949,Ovarian
0.274188,Ovarian
0.421849,Ovarian
0.318160,Ovarian
0.473405,Ovarian
0.325793,Ovarian
0.419828,Ovarian
0.364566,Ovarian
0.510880,Ovarian
0.343685,Ovarian
0.421491,Ovarian
0.434783,Ovarian
0.462100,Ovarian
0.327727,Ovarian
0.480546,Ovarian
0.541154,Ovarian
0.461451,Ovarian
0.287368,Ovarian
0.252245,Ovarian
0.273140,Ovarian
0.275822,Ovarian
0.371819,Ovarian
0.595157,Ovarian
0.476384,Ovarian
0.210774,Ovarian
0.367242,Ovarian
0.498844,Ovarian
0.534989,Ovarian
0.497167,Ovarian
0.159244,Ovarian
0.458321,Ovarian
0.412213,Ovarian
0.479094,Ovarian
0.556348,Ovarian
0.419945,Ovarian
0.348662,Ovarian
0.403453,Ovarian
0.457392,Ovarian
0.528609,Ovarian
0.467976,Ovarian
0.280952,Ovarian
0.440620,Ovarian
0.248806,Ovarian
0.317503,Ovarian
0.508443,Ovarian
0.424326,Ovarian
0.412080,Ovarian
0.290579,Ovarian
0.446364,Ovarian
0.379306,Ovarian
0.421270,Ovarian
0.565847,Ovarian
0.411907,Ovarian
0.479822,Ovarian
0.393604,Ovarian
0.338190,Ovarian
0.331504,Ovarian
0.628000,Ovarian
0.521952,Ovarian
0.561859,Ovarian
0.371585,Ovarian
0.386780,Ovarian
0.369526,Ovarian
0.603954,Ovarian
0.468266,Ovarian
0.237969,Ovarian
0.476007,Ovarian
0.299931,Ovarian
0.377701,Ovarian
0.585248,Ovarian
0.456455,Ovarian
0.411265,Ovarian
0.557001,Ovarian
0.375981,Ovarian
0.458899,Ovarian
0.238295,Ovarian
0.439816,Ovarian
0.557925,Ovarian
0.414815,Ovarian
0.306481,Ovarian
0.427917,Ovarian
0.512695,Ovarian
0.489005,Ovarian
0.460084,Ovarian
0.660477,Ovarian
0.459993,Ovarian
0.406717,Ovarian
0.325215,Ovarian
0.502678,Ovarian
0.345421,Ovarian
0.587808,Ovarian
0.385268,Ovarian
0.176667,Ovarian
0.477681,Ovarian
0.511816,Ovarian
0.268939,Ovarian
0.256489,Ovarian
0.392725,Ovarian
0.386044,Ovarian
0.312169,Ovarian
0.371941,Ovarian
0.448087,Ovarian
0.409394,Ovarian
0.439841,Ovarian
0.302056,Ovarian
0.495993,Ovarian
0.509935,Ovarian
0.270707,Ovarian
0.354010,Ovarian
0.583886,Ovarian
0.444875,Ovarian
0.452162,Ovarian
0.366816,Ovarian
0.437867,Ovarian
0.314387,Ovarian
0.372177,Ovarian
0.225806,Ovarian
0.386970,Ovarian
0.383925,Ovarian
0.448110,Ovarian
0.392876,Ovarian
0.387078,Ovarian
0.377618,Ovarian
0.465430,Ovarian
0.616339,Ovarian
0.486696,Ovarian
0.410679,Ovarian
0.549891,Ovarian
0.346634,Ovarian
0.505596,Ovarian
0.583172,Ovarian
0.397573,Ovarian
0.346234,Ovarian
0.439546,Ovarian
0.418808,Ovarian
0.498828,Ovarian
0.528227,Ovarian
0.478285,Ovarian
0.480407,Ovarian
