node_id,degree
591,518
592,531
593,507
594,548
595,549
596,477
597,554
598,525
599,491
600,522
601,545
602,539
603,495
604,499
605,506
606,565
607,530
608,507
609,515
610,566
611,507
612,536
613,538
614,533
615,517
616,583
617,516
618,556
619,536
620,554
621,546
622,530
623,525
624,538
625,518
626,549
627,518
628,494
629,508
630,508
631,506
632,515
633,524
634,479
635,543
636,504
637,533
638,518
639,511
640,544
641,564
642,526
643,536
644,536
645,498
646,539
647,568
648,518
649,479
650,517
651,583
652,507
653,519
654,541
655,521
656,542
657,545
658,569
659,525
660,501
661,517
662,509
663,500
664,505
665,506
666,535
667,563
668,523
669,575
670,527
671,520
672,543
673,531
674,475
675,491
676,544
677,497
678,478
679,515
680,592
681,527
682,504
683,530
684,580
685,498
686,554
687,539
688,533
689,527
690,560
691,535
692,523
693,562
694,489
695,512
696,510
697,522
698,556
699,513
700,523
701,559
702,555
703,527
704,530
705,511
706,554
707,544
708,535
709,534
710,526
711,508
712,517
713,512
714,543
715,523
716,508
717,557
718,511
719,602
720,522
721,520
722,505
723,551
724,535
725,523
726,548
727,558
728,525
729,521
730,522
731,530
732,505
733,529
734,546
735,488
736,506
737,551
738,505
739,518
740,569
741,510
742,576
743,537
744,507
745,545
746,514
747,490
748,535
749,512
750,510
751,502
752,534
753,514
754,531
755,515
756,533
757,509
758,527
759,502
760,536
761,527
762,544
763,511
764,511
765,533
766,554
767,570
768,569
769,548
770,576
771,518
772,505
773,543
774,543
775,545
776,514
777,540
778,518
779,517
780,478
781,554
782,528
783,510
784,566
785,514
786,514
787,524
788,522
789,510
790,538
791,502
792,491
793,487
794,541
795,533
796,529
797,538
798,492
799,498
800,535
801,505
802,510
803,536
804,553
805,553
806,552
807,534
808,512
809,528
810,528
811,488
812,517
813,523
814,553
815,543
816,522
817,521
818,542
819,536
820,540
821,530
822,572
823,548
824,563
825,543
826,538
827,525
828,564
829,547
830,550
831,534
832,515
833,503
834,567
835,507
836,495
837,559
838,545
839,537
840,532
841,527
842,531
843,555
844,535
845,492
846,541
847,573
848,533
849,544
850,546
851,531
852,530
853,539
854,489
855,517
856,543
857,548
858,525
859,499
860,494
861,553
862,502
863,560
864,540
865,592
866,603
867,561
868,520
869,554
870,521
871,563
872,571
873,524
874,564
875,547
876,526
877,520
878,515
879,552
880,501
881,526
882,539
883,523
884,531
885,546
886,542
887,484
888,518
889,488
890,542
891,545
892,530
893,561
894,552
895,529
896,527
897,518
898,507
899,528
900,501
901,524
902,523
903,526
904,559
905,497
906,542
907,533
908,517
909,520
910,507
911,526
912,513
913,502
914,535
915,553
916,509
917,510
918,503
919,528
920,510
921,551
922,521
923,487
924,525
925,503
926,562
927,546
928,545
929,533
930,558
931,497
932,520
933,567
934,517
935,511
936,510
937,541
938,565
939,525
940,523
941,554
942,563
943,558
944,535
945,508
946,569
947,517
948,556
949,524
950,489
951,552
952,531
953,500
954,534
955,541
956,511
957,476
958,493
959,498
960,538
961,529
962,530
963,531
964,527
965,502
966,546
967,499
968,578
969,544
970,516
971,522
972,535
973,500
974,534
975,547
976,531
977,495
978,541
979,498
980,563
981,563
982,519
983,539
984,520
985,514
986,526
987,554
988,517
989,532
990,542
991,511
992,534
993,538
994,546
995,562
996,507
997,538
998,528
999,557
1000,549
1001,539
1002,503
1003,523
1004,529
1005,512
1006,542
1007,539
1008,539
1009,547
1010,525
1011,531
1012,512
1013,567
1014,509
1015,526
1016,531
1017,572
1018,536
1019,557
1020,514
1021,530
1022,507
1023,537
1024,561
1025,530
1026,507
1027,535
1028,518
1029,525
1030,502
1031,512
1032,563
1033,535
1034,542
1035,548
1036,498
1037,526
1038,528
1039,575
1040,508
1041,548
1042,539
1043,538
1044,522
1045,528
1046,524
1047,508
1048,522
1049,554
1050,535
1051,511
1052,580
1053,543
1054,518
1055,563
1056,528
1057,532
1058,561
1059,472
1060,490
1061,538
1062,547
1063,568
1064,498
1065,565
1066,544
1067,525
1068,542
1069,524
1070,547
1071,517
1072,530
1073,518
1074,528
1075,555
1076,558
1077,531
1078,533
1079,546
1080,479
1081,509
1082,570
1083,550
1084,507
1085,535
1086,547
1087,506
1088,507
1089,534
1090,511
1091,507
1092,528
1093,532
1094,530
1095,512
1096,531
1097,549
1098,516
1099,545
1100,541
1101,494
1102,473
1103,527
1104,529
1105,561
1106,510
1107,532
1108,524
1109,518
1110,540
1111,560
1112,571
1113,535
1114,515
1115,536
1116,518
1117,524
1118,556
1119,552
1120,539
1121,535
1122,568
1123,539
1124,522
1125,551
1126,537
1127,533
1128,516
1129,500
1130,547
1131,504
1132,510
1133,493
1134,511
1135,532
1136,587
1137,541
1138,537
1139,567
1140,515
1141,510
1142,528
1143,519
1144,525
1145,541
1146,524
1147,510
1148,523
1149,537
1150,493
1151,547
1152,512
1153,527
1154,539
1155,550
1156,516
1157,518
1158,525
1159,550
1160,524
1161,516
1162,495
1163,581
1164,539
1165,504
1166,564
1167,544
1168,527
1169,545
1170,532
1171,537
1172,531
1173,550
1174,529
1175,556
1176,519
1177,487
1178,506
1179,534
1180,505
1181,485
1182,571
1183,541
1184,519
1185,555
1186,491
1187,502
1188,499
1189,517
1190,546
1191,514
1192,508
1193,540
1194,558
1195,537
1196,482
1197,512
1198,507
1199,557
1200,534
1201,541
1202,503
1203,531
1204,577
1205,520
1206,560
1207,532
1208,525
1209,555
1210,527
1211,533
1212,575
1213,542
1214,525
1215,520
1216,490
1217,531
1218,578
1219,493
1220,534
1221,562
1222,534
1223,524
1224,527
1225,513
1226,526
1227,479
1228,508
1229,533
1230,522
1231,541
1232,514
1233,484
1234,505
1235,517
1236,522
1237,496
1238,535
1239,517
1240,491
1241,515
1242,536
1243,527
1244,526
1245,484
1246,522
1247,543
1248,527
1249,492
1250,575
1251,525
1252,524
1253,533
1254,547
1255,536
1256,528
1257,523
1258,477
1259,550
1260,551
1261,550
1262,557
1263,597
1264,515
1265,546
1266,452
1267,553
1268,557
1269,558
1270,571
1271,506
1272,541
1273,521
1274,546
1275,520
1276,524
1277,496
1278,532
1279,534
1280,573
1281,583
1282,491
1283,554
1284,534
1285,522
1286,540
1287,536
1288,498
1289,524
1290,543
1291,545
1292,467
1293,511
1294,505
1295,475
1296,534
1297,485
1298,565
1299,478
1300,536
1301,541
1302,580
1303,529
1304,523
1305,536
1306,505
1307,531
1308,533
1309,499
1310,534
1311,493
1312,511
1313,559
1314,527
1315,536
1316,493
1317,542
1318,546
1319,542
1320,564
1321,534
1322,533
1323,542
1324,507
1325,539
1326,494
1327,559
1328,523
1329,545
1330,529
1331,515
1332,507
1333,505
1334,535
1335,509
1336,517
1337,514
1338,521
1339,539
1340,538
1341,513
1342,570
1343,522
1344,537
1345,534
1346,553
1347,537
1348,519
1349,525
1350,481
1351,522
1352,507
1353,512
1354,542
1355,495
1356,523
1357,530
1358,489
1359,494
1360,509
1361,550
1362,503
1363,506
1364,555
1365,577
1366,568
1367,570
1368,482
1369,498
1370,545
1371,510
1372,470
1373,503
1374,536
1375,520
1376,535
1377,532
1378,528
1379,522
1380,564
1381,548
1382,550
1383,529
1384,576
1385,504
1386,546
1387,528
1388,529
1389,533
1390,551
1391,536
1392,530
1393,551
1394,522
1395,542
1396,559
1397,527
1398,526
1399,546
1400,527
1401,569
1402,520
1403,502
1404,541
1405,532
1406,524
1407,512
1408,535
1409,513
1410,537
1411,521
1412,538
1413,540
1414,539
1415,508
1416,550
1417,549
1418,554
1419,510
1420,523
1421,540
1422,564
1423,527
1424,544
1425,528
1426,533
1427,532
1428,512
1429,509
1430,546
1431,552
1432,545
1433,517
1434,527
1435,505
1436,542
1437,491
1438,506
1439,537
1440,504
1441,528
1442,532
1443,543
1444,512
1445,507
1446,523
1447,528
1448,501
1449,528
1450,522
1451,543
1452,540
1453,511
1454,517
1455,532
1456,494
1457,547
1458,528
1459,536
1460,543
1461,566
1462,564
1463,503
1464,521
1465,551
1466,527
1467,568
1468,506
1469,504
1470,557
1471,539
1472,483
1473,556
1474,545
1475,498
1476,537
1477,536
1478,533
1479,539
1480,494
1481,531
1482,548
1483,530
1484,521
1485,510
1486,535
1487,518
1488,535
1489,555
1490,531
1491,558
1492,524
1493,568
1494,516
1495,531
1496,513
1497,559
1498,517
1499,539
1500,516
1501,558
1502,483
1503,520
1504,520
1505,515
1506,521
1507,565
1508,527
1509,535
1510,533
1511,523
1512,511
1513,500
1514,518
1515,520
1516,520
1517,514
1518,553
1519,568
1520,523
1521,525
1522,505
1523,557
1524,504
1525,571
1526,529
1527,529
1528,518
1529,533
1530,506
1531,535
1532,536
1533,580
1534,527
1535,532
1536,499
1537,504
1538,538
1539,506
1540,561
1541,488
1542,505
1543,519
1544,512
1545,568
1546,517
1547,527
1548,543
1549,543
1550,499
1551,493
1552,561
1553,510
1554,514
1555,585
1556,534
1557,525
1558,525
1559,549
1560,501
1561,549
1562,539
1563,493
1564,529
1565,487
1566,540
1567,546
1568,551
1569,524
1570,508
1571,503
1572,538
1573,504
1574,523
1575,536
1576,516
1577,492
1578,532
1579,543
1580,494
1581,510
1582,550
1583,528
1584,530
1585,515
1586,524
1587,521
1588,518
1589,521
1590,542
1591,558
1592,520
1593,527
1594,538
1595,514
1596,527
1597,508
1598,533
1599,534
1600,505
1601,538
1602,563
1603,537
1604,502
1605,566
1606,518
1607,513
1608,551
1609,512
1610,538
1611,521
1612,533
1613,545
1614,557
1615,528
1616,512
1617,549
1618,556
1619,513
1620,554
1621,533
1622,505
1623,495
1624,534
1625,526
1626,489
1627,555
1628,581
1629,515
1630,551
1631,506
1632,524
1633,517
1634,532
1635,535
1636,568
1637,529
1638,534
1639,534
1640,530
1641,558
1642,490
1643,510
1644,526
1645,534
1646,535
1647,564
1648,541
1649,528
1650,524
1651,502
1652,506
1653,545
1654,487
1655,549
1656,548
1657,550
1658,495
1659,506
1660,540
1661,516
1662,525
1663,554
1664,508
1665,520
1666,508
1667,507
1668,518
1669,510
1670,559
1671,527
1672,558
1673,527
1674,510
1675,557
1676,454
1677,530
1678,532
1679,535
1680,520
1681,507
1682,509
1683,498
1684,513
1685,535
1686,527
1687,543
1688,581
1689,507
1690,541
1691,518
1692,543
1693,559
1694,508
1695,544
1696,495
1697,539
1698,501
1699,541
1700,522
1701,530
1702,569
1703,556
1704,542
1705,481
1706,536
1707,506
1708,559
1709,532
1710,541
1711,512
1712,493
1713,554
1714,521
1715,501
1716,549
1717,534
1718,560
1719,497
1720,539
1721,538
1722,554
1723,548
1724,517
1725,539
1726,560
1727,503
1728,540
1729,508
1730,518
1731,484
1732,521
1733,508
1734,550
1735,526
1736,542
1737,525
1738,516
1739,545
1740,573
1741,497
1742,497
1743,532
1744,533
1745,533
1746,576
1747,507
1748,575
1749,544
1750,522
1751,541
1752,497
1753,536
1754,559
1755,565
1756,549
1757,543
1758,509
1759,554
1760,564
1761,559
1762,568
1763,538
1764,530
1765,540
1766,540
1767,496
1768,527
1769,544
1770,495
1771,534
1772,558
1773,534
1774,494
1775,524
1776,524
1777,552
1778,517
1779,523
1780,513
1781,574
1782,538
1783,539
1784,513
1785,563
1786,530
1787,541
1788,525
1789,524
1790,529
1791,480
1792,552
1793,510
1794,563
1795,537
1796,526
1797,510
1798,498
1799,537
1800,492
1801,554
1802,575
1803,522
1804,553
1805,551
1806,526
1807,536
1808,537
1809,495
1810,524
1811,508
1812,549
1813,519
1814,532
1815,542
1816,527
1817,512
1818,553
1819,487
1820,552
1821,568
1822,571
1823,521
1824,505
1825,526
1826,558
1827,536
1828,514
1829,514
1830,505
1831,558
1832,528
1833,504
1834,546
1835,492
1836,564
1837,518
1838,525
1839,508
1840,532
1841,536
1842,554
1843,550
1844,543
1845,511
1846,511
1847,515
1848,559
1849,512
1850,558
1851,518
1852,527
1853,527
1854,503
1855,524
1856,557
1857,524
1858,511
1859,536
1860,542
1861,516
1862,523
1863,524
1864,496
1865,534
1866,554
1867,539
1868,545
1869,495
1870,513
1871,532
1872,544
1873,475
1874,516
1875,550
1876,524
1877,531
1878,525
1879,560
1880,541
1881,501
1882,540
1883,557
1884,518
1885,526
1886,564
1887,534
1888,503
1889,542
1890,526
1891,547
1892,529
1893,527
1894,535
1895,528
1896,489
1897,544
1898,514
1899,502
1900,587
1901,519
1902,545
1903,541
1904,550
1905,514
1906,523
1907,551
1908,539
1909,523
1910,563
1911,537
1912,559
1913,541
1914,570
1915,565
1916,510
1917,507
1918,540
1919,510
1920,502
1921,522
1922,523
1923,531
1924,538
1925,496
1926,499
1927,517
1928,519
1929,483
1930,545
1931,546
1932,533
1933,521
1934,509
1935,542
1936,545
1937,546
1938,539
1939,507
1940,483
1941,536
1942,528
1943,517
1944,521
1945,539
1946,509
1947,510
1948,523
1949,507
1950,511
1951,558
1952,510
1953,507
1954,520
1955,531
1956,553
1957,483
1958,508
1959,530
1960,492
1961,555
1962,558
1963,515
1964,528
1965,518
1966,512
1967,529
1968,554
1969,509
1970,549
1971,498
1972,545
1973,546
1974,538
1975,538
1976,561
1977,470
1978,495
1979,551
1980,509
1981,529
1982,547
1983,535
1984,555
1985,526
1986,521
1987,489
1988,529
1989,581
1990,562
1991,528
1992,513
1993,559
1994,538
1995,538
1996,543
1997,485
1998,541
1999,559
2000,522
2001,523
2002,526
2003,525
2004,527
2005,530
2006,544
2007,517
2008,560
2009,552
2010,543
2011,535
2012,542
2013,517
2014,510
2015,508
2016,536
2017,534
2018,544
2019,549
2020,536
2021,553
2022,542
2023,524
2024,491
2025,550
2026,501
2027,529
2028,538
2029,550
2030,558
2031,500
2032,534
2033,519
2034,523
2035,500
2036,546
2037,508
2038,546
2039,508
2040,520
2041,531
2042,541
2043,516
2044,560
2045,551
2046,525
2047,546
2048,523
2049,528
2050,487
2051,509
2052,529
2053,535
2054,547
2055,530
2056,514
2057,523
2058,511
2059,508
2060,513
2061,487
2062,568
2063,509
2064,535
2065,539
2066,480
2067,559
2068,535
2069,529
2070,584
2071,525
2072,531
2073,478
2074,530
2075,542
2076,492
2077,493
2078,512
2079,536
2080,546
2081,494
2082,544
2083,584
2084,474
2085,555
2086,529
2087,498
2088,509
2089,543
2090,525
2091,509
2092,543
2093,534
2094,493
2095,543
2096,566
2097,495
2098,518
2099,544
2100,534
2101,552
2102,499
2103,527
2104,519
2105,490
2106,553
2107,509
2108,520
2109,508
2110,523
2111,560
2112,540
2113,521
2114,546
2115,526
2116,504
2117,518
2118,536
2119,565
2120,554
2121,528
2122,526
2123,554
2124,498
2125,525
2126,514
2127,541
2128,525
2129,518
2130,543
2131,535
2132,546
2133,502
2134,526
2135,523
2136,507
2137,520
2138,536
2139,529
2140,530
2141,562
2142,560
2143,541
2144,521
2145,522
2146,508
2147,560
2148,530
2149,494
2150,529
2151,512
2152,542
2153,534
2154,539
2155,537
2156,511
2157,496
2158,559
2159,532
2160,531
2161,568
2162,513
2163,524
2164,545
2165,516
2166,519
2167,549
2168,512
2169,523
2170,540
2171,517
2172,533
2173,511
2174,522
2175,527
2176,509
2177,563
2178,518
2179,531
2180,542
2181,533
2182,519
2183,492
2184,557
2185,553
2186,522
2187,516
2188,552
2189,529
2190,509
2191,523
2192,541
2193,537
2194,549
2195,536
2196,562
2197,522
2198,535
2199,509
2200,533
2201,536
2202,528
2203,532
2204,545
2205,519
2206,550
2207,521
2208,518
2209,530
2210,518
2211,543
2212,530
2213,509
2214,535
2215,528
2216,521
2217,562
2218,532
2219,549
2220,560
2221,570
2222,549
2223,486
2224,518
2225,530
2226,528
2227,562
2228,549
2229,545
2230,516
2231,516
2232,521
2233,527
2234,494
2235,535
2236,517
2237,508
2238,541
2239,514
2240,523
2241,493
2242,546
2243,518
2244,527
2245,525
2246,556
2247,538
2248,535
2249,532
2250,524
2251,501
2252,565
2253,513
2254,566
2255,546
2256,516
2257,493
2258,493
2259,536
2260,536
2261,548
2262,521
2263,524
2264,518
2265,561
2266,544
2267,536
2268,505
2269,516
2270,533
2271,541
2272,512
2273,527
2274,502
2275,521
2276,478
2277,509
2278,527
2279,570
2280,573
2281,501
2282,515
2283,513
2284,526
2285,539
2286,522
2287,511
2288,509
2289,524
2290,543
2291,523
2292,511
2293,508
2294,519
2295,571
2296,530
2297,532
2298,519
2299,501
2300,511
2301,553
2302,512
2303,538
2304,503
2305,528
2306,529
2307,473
2308,574
2309,530
2310,528
2311,558
2312,533
2313,534
2314,475
2315,538
2316,507
2317,508
2318,563
2319,537
2320,513
2321,510
2322,526
2323,530
2324,507
2325,497
2326,533
2327,509
2328,520
2329,549
2330,565
2331,522
2332,494
2333,550
2334,527
2335,535
2336,514
2337,516
2338,523
2339,526
2340,505
2341,562
2342,509
2343,537
2344,525
2345,528
2346,538
2347,554
2348,558
2349,533
2350,517
2351,545
2352,484
2353,516
2354,504
2355,547
2356,502
2357,506
2358,510
2359,554
2360,522
2361,491
2362,495
2363,535
2364,516
2365,505
2366,554
2367,593
2368,487
2369,525
2370,533
2371,541
2372,505
2373,508
2374,531
2375,560
2376,501
2377,525
2378,551
2379,533
2380,529
2381,543
2382,531
2383,515
2384,532
2385,512
2386,508
2387,537
2388,511
2389,549
2390,475
2391,554
2392,558
2393,537
2394,538
2395,547
2396,544
2397,513
2398,522
2399,525
2400,553
2401,514
2402,519
2403,537
2404,556
2405,482
2406,553
2407,559
2408,549
2409,528
2410,559
2411,577
2412,514
2413,492
2414,522
2415,558
2416,561
2417,551
2418,508
2419,528
2420,517
2421,525
2422,480
2423,523
2424,539
2425,509
2426,508
2427,507
2428,563
2429,513
2430,509
2431,516
2432,505
2433,508
2434,491
2435,507
2436,495
2437,545
2438,521
2439,500
2440,497
2441,536
2442,517
2443,516
2444,541
2445,509
2446,507
2447,549
2448,581
2449,541
2450,539
2451,569
2452,543
2453,547
2454,530
2455,506
2456,489
2457,525
2458,543
2459,547
2460,537
2461,549
2462,509
2463,531
2464,506
2465,518
2466,523
2467,555
2468,556
2469,506
2470,516
2471,510
2472,516
2473,516
2474,557
2475,546
2476,512
2477,584
2478,572
2479,543
2480,524
2481,513
2482,522
2483,513
2484,508
2485,497
2486,507
2487,496
2488,548
2489,551
2490,504
2491,518
2492,543
2493,505
2494,507
2495,518
2496,495
2497,546
2498,575
2499,523
2500,490
2501,520
2502,542
2503,551
2504,564
2505,532
2506,534
2507,522
2508,510
2509,520
2510,496
2511,559
2512,539
2513,563
2514,541
2515,555
2516,479
2517,527
2518,553
2519,517
2520,520
2521,531
2522,502
2523,584
2524,513
2525,517
2526,541
2527,519
2528,557
2529,534
2530,532
2531,527
2532,521
2533,545
2534,526
2535,527
2536,531
2537,535
2538,517
2539,555
2540,502
2541,529
2542,567
2543,520
2544,554
2545,545
2546,518
2547,551
2548,569
2549,548
2550,542
2551,518
2552,507
2553,529
2554,551
2555,523
2556,504
2557,514
2558,511
2559,508
2560,527
2561,545
2562,528
2563,521
2564,566
2565,501
2566,530
2567,531
2568,558
2569,511
2570,486
2571,556
2572,502
2573,519
2574,532
2575,560
2576,542
2577,542
2578,524
2579,545
2580,514
2581,520
2582,518
2583,537
2584,513
2585,555
2586,513
2587,493
2588,525
2589,503
2590,537
2591,498
2592,531
2593,506
2594,502
2595,538
2596,568
2597,536
2598,574
2599,563
2600,515
2601,517
2602,522
2603,491
2604,518
2605,507
2606,540
2607,547
2608,521
2609,508
2610,556
2611,530
2612,550
2613,533
2614,543
2615,557
2616,522
2617,509
2618,529
2619,541
2620,501
2621,537
2622,550
2623,505
2624,550
2625,520
2626,527
2627,535
2628,526
2629,548
2630,523
2631,521
2632,541
2633,507
2634,525
2635,515
2636,515
2637,538
2638,557
2639,497
2640,516
2641,475
2642,561
2643,486
2644,547
2645,507
2646,609
2647,534
2648,494
2649,528
2650,561
2651,537
2652,556
2653,567
2654,534
2655,545
2656,527
2657,557
2658,502
2659,526
2660,516
2661,493
2662,528
2663,517
2664,498
2665,519
2666,524
2667,494
2668,499
2669,530
2670,508
2671,555
2672,540
2673,522
2674,513
2675,552
2676,537
2677,514
2678,501
2679,484
2680,541
2681,553
2682,497
2683,551
2684,520
2685,499
2686,500
2687,507
2688,524
2689,516
2690,518
2691,515
2692,508
2693,497
2694,549
2695,507
2696,531
2697,498
2698,517
2699,534
2700,568
2701,544
2702,548
2703,530
2704,534
2705,493
2706,505
2707,517
2708,562
2709,529
2710,507
2711,548
2712,517
2713,517
2714,523
2715,513
2716,532
2717,555
2718,557
2719,545
2720,579
2721,500
2722,482
2723,530
2724,548
2725,569
2726,558
2727,560
2728,531
2729,534
2730,536
2731,533
2732,551
2733,509
2734,511
2735,519
2736,525
2737,546
2738,530
2739,509
2740,546
2741,507
2742,558
2743,528
2744,547
2745,501
2746,503
2747,548
2748,493
2749,501
2750,539
2751,556
2752,533
2753,518
2754,532
2755,484
2756,504
2757,551
2758,508
2759,545
2760,499
2761,513
2762,562
2763,523
2764,560
2765,554
2766,525
2767,522
2768,518
2769,507
2770,522
2771,541
2772,522
2773,565
2774,527
2775,538
2776,584
2777,529
2778,546
2779,530
2780,524
2781,514
2782,568
2783,536
2784,552
2785,501
2786,498
2787,518
2788,532
2789,488
2790,534
2791,522
2792,514
2793,556
2794,520
2795,528
2796,472
2797,530
2798,508
2799,473
2800,571
2801,566
2802,545
2803,547
2804,542
2805,533
2806,523
2807,533
2808,533
2809,511
2810,529
2811,533
2812,513
2813,573
2814,508
2815,562
2816,542
2817,540
2818,506
2819,498
2820,513
2821,545
2822,527
2823,514
2824,529
2825,504
2826,564
2827,536
2828,527
2829,542
2830,524
2831,502
2832,550
2833,529
2834,499
2835,563
2836,553
2837,542
2838,558
2839,507
2840,480
2841,496
2842,522
2843,503
2844,501
2845,536
2846,521
2847,517
2848,528
2849,554
2850,526
2851,544
2852,569
2853,560
2854,571
2855,552
2856,546
2857,520
2858,585
2859,518
2860,501
2861,489
2862,531
2863,488
2864,512
2865,517
2866,491
2867,508
2868,506
2869,496
2870,506
2871,518
2872,552
2873,498
2874,526
2875,538
2876,528
2877,532
2878,503
2879,537
2880,553
2881,502
2882,503
2883,539
2884,547
2885,547
2886,535
2887,542
2888,558
2889,568
2890,480
2891,517
2892,498
2893,511
2894,502
2895,520
2896,562
2897,525
2898,501
2899,537
2900,534
2901,558
2902,543
2903,532
2904,575
2905,538
2906,538
2907,544
2908,489
2909,566
2910,559
2911,525
2912,558
2913,563
2914,503
2915,570
2916,520
2917,538
2918,516
2919,586
2920,517
2921,510
2922,527
2923,510
2924,553
2925,505
2926,511
2927,544
2928,561
2929,522
2930,531
2931,503
2932,501
2933,515
2934,536
2935,523
2936,566
2937,582
2938,537
2939,546
2940,550
2941,511
2942,508
2943,488
2944,542
2945,567
2946,499
2947,520
2948,566
2949,526
2950,560
2951,497
2952,513
2953,543
2954,501
2955,548
2956,564
2957,541
2958,539
2959,487
2960,531
2961,528
2962,532
2963,541
2964,500
2965,516
2966,493
2967,528
2968,543
2969,524
2970,527
2971,541
2972,540
2973,529
2974,516
2975,537
2976,504
2977,551
2978,512
2979,476
2980,528
2981,574
2982,493
2983,505
2984,564
2985,520
2986,523
2987,540
2988,550
2989,559
2990,607
2991,513
2992,532
2993,556
2994,554
2995,517
2996,503
